ID,Is_Lead
EQXDLQRG,0.13
JAR8YY9J,0.04
BS4TAF6M,0.15
WQJ9SPT9,0.64
7QHT4ON2,0.47
FNGPQN7B,0.02
DDOMDZRU,0.43
QYR9HXHP,0.33
S4NGXFXY,0.0
NOJ2KSCC,0.57
ZD2JRUNB,0.47
GZIPTSNN,0.09
LCFYUVE9,0.8
PPANVU9W,0.07
DRPV9STB,0.05
AFSPF3WZ,1.0
GPXEUNND,0.85
NSADMDSM,0.06
CKWJU8RQ,0.51
F7MNZSSU,0.01
BDGVMPZY,0.74
IA3MSRTR,0.06
JD3WTPMG,0.38
QT6DF6EW,0.76
NVDEMCZ2,0.18
9B6UTJVT,0.24
U6QYES9J,0.0
DZQPDSPS,0.23
CRGXVSBF,0.61
XIHJYS2V,0.91
7X2MC5GZ,0.83
ZBDVXTM5,0.19
UUBQPBR5,0.01
CUMZFBTD,0.07
E7QXYSQN,0.01
6UQAJP48,0.14
QHWB768Y,0.17
R6RXMXOJ,0.15
WXQGZG5K,0.02
GCUFKLHG,0.11
SJX4372M,0.0
VGEAMUZZ,0.05
ZWDXVKDF,0.9
WGMRCYLR,0.0
SI43K5CY,0.07
DSNBS2RS,0.29
XIMZCKSR,0.5
VEW9FXHT,0.01
JZJHDDDJ,0.52
4TYUR5HA,0.51
UHCDFDRX,0.27
E5QMOFUM,0.04
PSNVWDZH,0.05
5IQSWONG,0.14
CEAZEPY4,0.96
2TNRJXRX,0.02
BFROCARA,0.02
GRTJMRKM,0.0
6EDAM4EU,0.1
NRDB58KL,0.05
TCPJCWZR,0.07
KG8LD2BE,0.0
FHZ3XFDV,0.13
NZKCSDZ4,0.29
6DG6KJG4,0.02
BVPKDUNU,0.57
APR4PQ6X,0.12
HPWS8YFG,0.24
VRPBGTPU,0.02
XBCSX7G7,0.02
KEH3G8UA,0.23
WXNAVFLT,0.23
8J8NJ7M6,0.0
D4UW7Y85,0.0
SZRESXN7,0.08
UUQSXK5T,0.0
GPMUKOVY,0.41
6FYOKAZ5,0.08
ENUB4N9S,0.16
KERBCSGE,1.0
7HTA4C6J,0.76
4BTVMT6W,0.02
MR3J9USD,0.03
7S83FNQW,0.52
MSOKLC7S,0.0
GFMNATHU,0.05
NG4ABA6H,0.98
3GFHRAQY,0.34
BCSGZZPE,0.05
PQ9MCGZC,0.0
K7N596CG,0.04
8RUL6JEE,0.14
CVOFJRMP,0.01
B4FQX4HG,0.32
W7HAQKDV,0.0
8C5PKJ7G,0.07
E4GQJZSQ,0.06
UENREGNV,0.78
CC4LYHEW,0.93
GDKGLTBT,0.12
G3ER8CGX,0.06
ZG4KT59X,0.0
LW93KJMZ,0.27
9AR5FBSQ,0.47
FHLWDMRV,0.02
EON5DCWD,0.98
J8UXTMYV,0.59
IXBW5HZH,0.0
LDHQB458,0.01
GNHTIKF3,0.0
8NO22KTE,0.04
SGJFSSJK,0.07
TD8D3NDD,0.08
8RQ27JGU,0.91
A8GKBMBO,0.64
ODVMNUDE,0.45
EA5CRL7L,0.0
6UI7RPCH,0.27
7BJYM94L,0.03
X3PZJF7F,0.49
YCSSMPV7,0.35
4EV9VXL8,0.41
IPNJFQTY,0.23
XPWNJRJC,0.08
3WHNSBRB,0.07
U245YKM8,0.0
68EFFKBB,0.77
NEUII7AB,0.96
F7CSLYWT,0.02
5EOMOZHG,0.03
6CYUTUFN,0.36
K7YUC8LF,0.14
LSMCXMXA,0.01
AALPBPBP,0.02
ZPX6VOH2,0.09
CDBFWQGM,0.06
JUQ76NJV,0.79
QHE7UULR,0.0
JRMNMZJA,0.04
GZ4EZZFX,0.29
9L9JFIAR,0.55
GTOE4RN4,0.11
CUYE7ST4,0.18
FFM6DHEA,0.97
5XUK7XLZ,0.55
4HTGJEEZ,0.0
RWYBAMRG,0.08
RQZGBGGN,0.93
ITVSUTU9,0.37
6UMDX7NQ,0.46
4IVKAFYY,0.73
ZKYOSQEU,0.37
9JYXIDL4,1.0
XNURWQBT,0.01
HVNIJFQC,0.0
CGGVBJKZ,0.97
JO9DV3NY,0.84
EYENUQR9,0.39
FPU4ZI8H,0.0
2MALVTY4,0.03
QN4REV7D,0.03
27F5ZEQA,0.02
MKJUE4K2,0.22
4ECWF4DN,0.1
KWBJAQMY,0.06
3YAW8OEY,0.11
ZHHFH7H9,0.96
BO2822VM,0.12
NQZUPVUA,0.02
MUT2PZ7T,0.2
2MFKPCPS,0.97
4RLVOVMJ,0.47
JISGN7XF,0.07
NNOFHDAC,0.01
ODE23CPW,0.01
ZNTYNFME,0.11
NQM48VKU,0.07
DGVBCYY7,0.03
9F38NUKC,0.12
3Z7KCIZS,0.01
ERAX3STD,0.0
N9TCDYYG,0.0
R4UMWUZK,0.27
CPERTJBJ,0.12
4XK5BMA9,0.01
2PKDM5B2,0.03
SW5GTHZN,0.47
ATJAEQCJ,0.07
NHNXBSFY,0.07
NRGYTYZJ,0.04
UZNABWAT,0.02
CVP3VZN5,0.02
JEAYZXKC,0.03
87LFEVTZ,0.22
N7ZEJ2CQ,0.02
AQT3ADAP,0.02
WC8ROKF8,0.05
D9HWEXEV,0.15
MMHWGZCN,0.03
YKCAQFHU,0.32
NDPFBA9X,0.48
3T6C7AEA,0.19
GZWB38J9,0.01
OFTXYNYQ,0.1
QYZQIXBJ,0.37
N7PJT5HO,0.04
JP2PNX9X,0.2
N3FUZDIH,0.02
UXKAVBLS,0.05
G24JWDKS,0.0
HQOKKQVX,0.12
HTXFVZZG,0.03
3TJKVA4J,0.04
CRGS7FPX,0.03
BTRJTMR3,0.05
ERLPQML7,0.01
9FDFXYAW,0.69
MEEKFDZZ,0.14
ZGY8ETLW,0.09
AXVUJHT9,0.06
35ILRW7D,0.46
DR2U5JQX,0.02
WHZ7CEY6,0.25
UCPMS2KF,0.01
HB6MJHDN,0.15
7NWFPJ2X,0.17
4QXD6K4K,0.07
D6H3RTAZ,0.0
L67WSXUY,0.04
IXHVY78L,0.17
H6KE88O6,0.53
EAPKN7G8,0.99
GQXJSFJE,0.11
BVHSRABV,0.2
DUY76GFX,0.15
O7H9KPSD,0.65
6EDBA5AN,0.15
V24CAXFM,0.02
SERPSAWP,0.07
H47QYY5K,0.1
5TYQNFPE,0.52
HGDB7KMR,0.4
DWH8Q2S3,0.15
USNBQZAK,0.01
I89VR4AB,0.02
ATZVVXWJ,0.64
HOKP6ZTS,0.0
ZDKT2SSW,0.02
DK5HJYQE,0.05
ABKW7FGW,0.01
BCSW3W7T,0.04
6T4VNEWD,0.44
XBALBNYB,0.26
NWMJR3W5,0.23
Q5BJ4ULE,0.03
DOFSPEWD,0.82
ANX8FUBJ,0.12
KPR67SVO,0.0
44EV7IJE,0.06
VZEK4IOK,0.45
CZMKWRQN,0.0
VGQUQLXT,0.09
MS6GASNJ,0.09
4ENG9TKV,0.67
UHRRWLGR,0.12
APFSHZYP,0.12
M7MURWXC,0.65
3EOATQBT,0.01
MDZG7EZX,0.35
QZ6LSSTB,0.01
Y7EEZYYS,0.89
RYKLU6HL,0.07
CWQ8OAQ8,0.01
WSFUNE28,0.8
9PFQKPRB,0.08
MCLXWKBC,0.01
NWDXDZEN,0.26
EBLDBRDR,0.48
CJRW5JYT,0.09
CMMKRNUZ,0.23
EATPTPY3,0.16
J5AGUF6Q,0.14
8WYO2BBG,0.47
9EPXIMZB,0.0
UZERUG9W,0.08
QEQ79QUC,0.03
ZNHVE7QZ,0.19
PU3J43GY,0.75
HWDBXAUK,0.0
W74BHIAD,0.2
MGLDAPOA,0.53
BYFCPDX5,0.06
S2QDUDEJ,0.96
HBYRWBWL,0.0
8CIAWHWZ,0.78
ZFYFFXT5,0.44
UGIADHRB,0.35
JDDGRBSU,0.35
NBS2LTYW,0.28
DBKM3FRW,0.19
GLBHRXKB,0.0
9WDPTNCN,0.0
NVVVFQ9U,0.81
6AT635HW,0.32
HPHDI6NN,0.0
CPNAGJ95,0.08
FY6AFNCK,0.96
KWQAVZOE,0.88
HGBDE3LM,0.35
SYKEB6EV,0.01
9BROJWWS,0.55
CG8DGVAV,0.28
H7MT8CNK,0.08
GJVVWNKN,0.94
FXWTMJDG,0.04
OSNGFACM,0.06
PBFT55CF,0.98
4P8GFHSL,0.03
9ZZ4F4XF,0.41
CN4YERMU,0.73
8TUDLTWK,0.09
USFZPY7Z,0.01
VBJXREA8,0.0
9LBNXHQ2,0.11
PY6HCDWF,0.0
9VJMJR6X,0.02
4GAEJIQO,0.03
F34SD6YQ,0.03
HZ3BZVH6,0.23
9WVBAWEY,0.22
BPNYRSEH,0.09
7OGHEHO3,0.17
LRJZMHFT,0.0
PCHQW72T,0.45
BFJQGRFT,0.4
UVJ6UYBF,0.03
LRVO7MCH,0.18
EAOF4EYO,0.82
5HPCBEQQ,0.87
8FJBKABE,0.02
27J5UDAU,0.05
4MAT9RSM,0.9
SBDGZSY9,0.84
HPYN9M2Z,0.07
G7D2BESM,0.51
TWN7YQPN,0.1
BJRGMNFZ,0.11
9HFPJV3S,0.06
6WKJAUAG,0.01
BZUANVCU,0.08
NYWLDSFZ,0.78
LTW8JGAZ,0.0
IMDQJUTW,0.05
AVHZRCH8,0.49
LTSDWAVT,0.04
9WVKLADB,0.51
GXDSQJS2,0.07
4IHXKUNA,0.18
BTYDUQPC,0.0
BKCNFM72,0.38
UMVSSZ9N,0.05
N2STVKOI,0.0
ZZJQB3EY,0.52
FZJK9GH7,0.03
NTIWWNVB,0.13
NBCRWUBE,0.17
UBPYOBYG,0.08
K8RKMGVW,0.63
HFTH3NC2,0.01
759LCPDE,0.27
DYKME2AY,0.77
VZHURNZD,0.01
EAJJBYHU,0.33
T97TKZNT,0.64
IXOEQ2YD,0.81
BWKXTBCF,0.01
DNKPRVB3,0.43
JQCF2PXG,0.09
GIABLCP4,0.01
FDIC7S35,0.86
5RTNFJEV,0.04
OBZ4CU77,0.14
XMVX6WEB,0.18
MHARJGPA,0.06
2QI5GPDU,0.67
AE2NBAJ3,0.0
MDLANJZG,0.0
7TAP99MA,0.45
A6AMKR2Z,0.18
DX69CFXV,0.03
HKCKEKV4,0.22
CBNWXPJJ,0.25
Z3SJXFCA,0.17
RHTCABWR,0.86
ILGMVREG,0.2
BZK32SSP,0.17
25RR4UGE,0.05
9ZQFVNWY,0.11
FFSTFCAA,0.01
MBEDAX9Z,0.36
IYERPTUY,0.0
SBNMNBJE,0.0
CPWDDHBP,0.64
EN5EXSVB,0.0
EFT7687S,0.05
DUPIVFIW,0.1
HTVBHNFH,0.01
GFTV6AXH,0.06
NTNK2ZYN,0.01
NZ2MDLPM,0.15
UU4ECFQ5,0.79
FFWGNGVJ,0.0
JDQIBLRI,0.09
ZAWUVVWA,0.03
FC24V4XD,0.21
EKTZZYA2,0.26
RVRMHDD8,0.01
3RASGR5Y,0.4
QRBESHHG,0.0
MXYLFHSV,0.03
TY85POPR,0.13
BHXO9INE,0.0
S2RKLYZH,0.45
98GUQS9R,0.57
6VD8FK4Y,0.0
FMUHBZHQ,0.0
IHQY3US8,0.9
VDSNW6DR,0.06
JF8E8TCY,0.23
EKVBDN5B,0.2
LJOYHFHT,0.06
8WBDXKKG,0.46
LNAASJ6O,0.06
HGTW39J8,0.07
AMYH3YSJ,0.12
QZRPEWE6,0.02
9RBSJHBJ,0.39
EFZ3ADG9,0.03
CMQX6K9J,0.09
DBVXEJCR,0.26
PLYKWBFR,0.07
7QNURUDE,0.06
M8TD2YPV,0.42
JVJZVKUJ,0.67
XVUVCSM8,0.54
C9CMNJEH,0.3
IQLV6HTY,0.01
ELG7YZUM,0.0
PU9KWVOH,0.5
HAYJGRRV,0.03
KBKUHSLA,0.01
USL6KBDY,0.04
ZGLCSKTI,0.1
9JQWNRGA,0.05
EBVUVT88,0.04
9ZU5GNSK,0.13
EC7NIRSV,0.06
JJ23TDTX,0.2
IZWY5RYD,0.24
TSYCNH93,0.07
QSY6Q77W,0.2
TOBSGQ3J,0.27
FKGE6YRE,0.17
MGAYPPJE,0.1
IJRFUH6V,0.06
KX9Y3LCV,0.0
2ZDDJYHE,0.73
NBMLMYQE,0.07
E8XWCECR,0.13
5FP4HKBU,0.0
FUKFFD3F,0.46
8BDSMQUY,0.0
39T7KUFC,0.0
HZSPWI2U,0.78
LEJJKOWC,0.0
DR5F2HVS,0.94
BJA5TRWJ,0.3
NCVH9WFE,0.01
ME3XYUC5,0.72
VLCHSDHG,0.15
59CV3HQQ,0.14
JTAEBBQM,0.03
OBHDYLE2,0.21
EUEGA65T,0.01
MO9XWHWE,0.15
K3JSVGHE,0.03
JFHAQZQM,0.02
22IQJE4I,0.87
F57YH86H,0.01
BPNYWIPI,0.14
FJB78783,0.12
DIVE6ZUL,0.07
YACVPC9M,0.47
A3FM9UVE,0.02
9NE6ZC2Q,0.12
4NHTDBJN,0.11
3FH863BT,0.0
3UBBVIGN,0.33
NNP9TLV2,0.39
SA7VUUTE,0.01
ROG7ONJG,0.48
ICEBXJHF,0.27
HFTYHFAZ,0.05
EC5IQBEK,0.04
VQPXGNJV,0.0
BNE8WOYV,0.88
MKEXSYJN,0.02
B2MY2KQE,0.21
GZVND3WE,0.48
JZ8ASRBZ,0.97
UMQWVVHH,0.91
MDGISGP7,0.0
JMVHKVGP,0.03
G5GPWASE,0.26
A9H3PMBD,0.07
DKEMLQCU,0.84
VVPNRFRF,0.72
AVIBMJNL,0.2
3FNEIWTQ,0.04
WMQIVFIH,0.11
GUSEEXX5,0.17
HZBZ7QMH,0.0
KMTZWEXS,0.08
62AXBXBL,0.0
FW6GESXM,0.02
A67RATVB,0.14
HUWJHKEG,0.1
KCHF33KH,0.35
CJUKTB4B,0.08
FA8NWHGK,0.07
6UZE4NSH,0.63
4UUZBMXW,0.17
QMRXRYDB,0.07
M3A5BVAC,0.89
II63YKTB,0.03
4OYB27TY,0.18
IEN9X6H8,0.19
U9VVATUM,0.05
SFOYCMRR,0.46
O7WYJHA5,0.39
STEKRYHT,0.0
QSX9J6OF,0.31
EVT46GYN,0.05
IQHUPR8Z,0.02
98WUTF8M,0.01
5JUSHPUM,0.11
9FMK8FZU,0.09
WPWW4JUN,0.57
8QUXAAHS,0.03
EU8RGIP7,0.06
BFT7ZJQO,0.05
4EQAO8W3,0.82
F3RWQSVQ,0.33
FUA3S84W,0.0
G9WITTNH,0.01
TE4CM6N8,0.96
L93TY7Q6,0.22
MK46HOFS,0.11
NSUSAJ7C,0.01
ZQXJP6PH,0.25
YX6PNVKN,0.02
7V7IJDSU,0.2
BSDHE7F2,0.5
DV5EXZEZ,0.74
VDKS85PW,0.68
4W48SFHV,0.63
ANGVCUXZ,0.0
IOST7D8C,0.75
HAQAECZX,0.02
GAB49KQU,0.63
GEBCXWCU,0.03
JPT2DAGQ,0.54
RXYEGKFP,0.33
4R6HCRNW,0.06
MWRTSE9B,0.0
JAC7FJCA,0.49
5DCT43QX,0.01
GFZMAKDD,0.08
8WVWSZNF,0.02
KCBVOKZ8,0.51
NRCEX3F3,0.11
59KYREQZ,0.0
S2HTHOYG,0.02
98QJA4ZA,0.05
8S27HJRE,0.13
MTEWWARX,0.02
PH8LQUCB,0.07
BYB9URVZ,0.52
3TYYHEQU,0.17
WTOPV47E,0.96
HGNGPJXH,0.42
LE5M9QWH,0.04
7YR3Z54H,0.2
9DLYZCUW,0.64
RKYQQQL5,0.43
5UTFCCXZ,0.35
JCYRCTNE,0.78
AJIVJ4WE,0.25
JTCERL4D,0.14
XWS2DC9M,0.01
TVIX5INS,0.97
CIQZ4NJS,0.0
EJRPJ86R,0.0
HPQBQGWQ,0.02
FR38HJFG,0.85
JPXNNMXQ,0.58
HWED8UBF,0.88
CJ6ILARS,0.01
MBCCSXEA,0.0
4S84NTNM,0.0
ADGV3FDY,0.3
HSAJUCOR,0.4
HHV3JEXF,0.04
DHARALYV,0.07
KBVN65GH,0.1
UYHCQN7W,0.02
9VXSCU6F,0.04
F2DBEMXE,0.41
6VN358PX,0.06
T2J5Y8NB,0.01
HPXJGYEZ,0.95
CS5NAYPP,0.45
2UC6R5XE,0.84
KZ8TKYP4,0.01
Y8XIC3AH,0.22
GCT9PSGP,0.01
MPQQFX4I,0.07
8VCZYPZD,0.1
JCIQPZLE,0.0
AYSUMKSF,0.02
VVAVU9BN,0.31
F3NBRACB,0.02
FPIGVTHX,0.0
X7XNXJVW,0.0
JEKWRXYH,0.63
MNGYZO5U,0.11
FXPCJ7GE,0.69
BUXRB7CD,0.1
JV4MCTHN,0.0
JUFQ5PVJ,0.41
ENLVSM6O,0.21
CJHC43KV,0.59
N4NSCGHE,0.18
FUVHQRWB,0.39
GTQHBCF7,0.26
DSB6DIRV,0.07
BVUKQQRV,0.03
KZCHX6LW,0.65
M5XAM7HE,0.03
YODUTYZU,0.9
JEREISWR,0.34
FTHIZFGT,0.26
7TCFIDRX,0.0
V8CRCBLR,0.04
XEDZWKEX,0.6
RAD4GZKE,0.01
FY8NXMD2,0.01
KVZXQCUM,0.39
JXRP92WY,0.0
IYA3LI6E,0.08
FXEUAUMU,0.28
KXVZ3BNR,0.0
FTDASK8G,0.61
JZQZ7RWM,0.08
HNPMBXDN,0.01
3SUTYK7Z,0.04
EHAW2L37,0.0
H5HWWKTM,0.2
BQVSKRPN,0.06
EUK3CR9A,0.16
VRMGCTGP,0.0
ENDZJZGR,0.01
NSSYQFVN,0.07
7TRWUSYQ,0.96
7Z6JWBCW,0.0
7DR4UVAZ,0.24
H7YECJLG,0.24
CUNTRPMN,0.91
VQQEMTVX,0.09
NWMFKQLZ,0.0
FIUW4SGY,0.02
JCVXZSJS,0.01
VZRUA5XP,0.64
923REBWY,0.04
3FKWHVLC,0.02
V8JTYKKL,0.09
A4MRC8NU,0.39
CQJTCLCJ,0.34
L9O3NMDQ,0.02
7DFWCHAN,0.01
NK7CWSGK,0.27
OLLGNEK9,0.0
KVOLRR62,0.05
KAI7SJGY,0.21
5LYDNC27,0.11
LPGW9PN3,0.24
4WA5JPWP,0.0
GCDXLWAN,0.22
7V6GQUOD,0.15
ENYQCCWM,0.0
B3BUXXA4,0.08
PC7INMMF,0.1
6PJ9NW3X,0.37
DXYC8WIG,0.85
DPKUYNJK,0.09
6ZRSCJ6J,0.66
CPX4EYVB,0.35
T28RFIEL,0.03
D4GXBMM8,0.07
JMQJAZHA,0.03
RZSFMVB9,0.41
T2QWMIDV,0.4
GRM6UHIW,0.0
X2SD7FMK,0.3
I4SENFDI,0.01
YSNU9M3K,0.7
USGXXPJH,0.53
QPQZPSMH,0.06
QPZDTV5V,0.03
H28ZERNP,0.87
UNWHQWCY,0.12
7N8BRMDU,0.11
DFMGCWHV,0.28
8FP6ENF4,0.32
FAO6XGQE,0.06
X5FCJHQ5,0.16
GGFPEVFR,0.15
AP9SCCXC,0.37
WONWP8QB,0.13
CWEKUQ4P,0.59
C5CGJVQZ,0.85
HO4YRWYD,0.01
HLIYGGYA,0.03
QKAJK2VB,0.54
ZEZT2RND,0.05
9AVBPCUN,0.0
EZYK55RU,0.06
XLUTOAMB,0.05
DWU7CKFE,0.77
D6DQQIBU,0.56
QHQJZFZU,0.73
YP9SF5M4,0.01
VMYWFYEL,0.89
4XPSMAPQ,0.02
FKF7TQWV,0.41
FFSKJ4PJ,0.1
5UTEZSAB,0.01
5NKBKDHR,0.19
N3UXDVTF,0.94
5OY8PVUA,0.01
RSDW4ASM,0.0
LH8H3PTS,1.0
CSSGZP9Q,0.13
SKHABGYI,0.0
GFNPT3NG,0.07
CBKXYPE7,0.35
QGXXYFWE,0.35
DTLXTDMB,0.51
XQU9XWRT,0.01
NZMD3FOP,0.02
YHJCEHBM,0.29
P8Q24VFD,0.04
IMF54OGD,0.08
QXTFTJZR,0.08
RMBIAZPU,0.44
9VCZ5LPR,0.01
GSYBHMCW,0.2
X7C7Z2C3,0.02
FPUWSRYS,0.0
XPMQAAKG,0.04
EQ3C2DDV,0.39
WBBAFNBP,1.0
FYH9BSDA,0.37
JWNYLDQ2,0.03
OWYEXKMJ,0.6
PGE7SYWG,0.07
6S8GNM6C,0.0
EVGXQGGW,0.03
G3RBZKVF,0.01
WPRYJTHH,0.38
6PMYO4NW,0.02
4DPCCOT4,0.02
EVHK3KNC,0.11
C25XPJHR,0.0
MRAIW8WJ,0.1
FRHEUMRV,0.02
TDF6TDHD,0.06
MG2YF6UW,0.8
7GX9RWEC,0.14
6LM5QANA,0.78
J3DBQUJR,0.02
2O4EUQUG,0.21
COA38OVH,0.21
NUEETDF8,0.1
BP3FKBPZ,0.59
EEG8PEV4,0.02
G7JWN6JV,0.69
ESSIGXVU,0.0
8W6YED3T,0.12
TNCPHB6Z,0.22
SD3MES8O,0.03
3C3FBK8X,0.1
WUMUDSST,0.03
4DWPAOIX,0.0
5PRTDKXK,0.27
HVOBOSSI,0.15
4WTK9RBR,0.13
FEAFI9GC,0.03
EKN8UCSW,0.75
LEWKD4PA,0.36
B9JENQDR,0.18
BGVQQ2QF,0.38
SKA2MXXX,0.84
BRGRQGCV,0.04
FZDUYUZS,0.35
STHZCZMQ,0.0
AGWQXYSK,0.09
ZMXBDAFI,0.0
7HUWEUJO,0.0
RNPTWY6J,0.16
D63CE4JE,0.18
JWPYWNEU,0.04
CLU9WQQT,0.19
NR5WGFN3,0.03
F8TSYPVA,0.0
QP2KV4CW,0.01
GYKEBWCJ,0.43
F9S9YZME,0.07
N24NSEQJ,0.34
IDFGBLIU,0.77
FBOGFQFB,0.39
4VB7NFVX,0.09
R4I3U6WD,0.15
HNZWV5EM,0.47
UNFYHUVP,0.02
GJTTIERJ,0.03
5MAVNMJX,0.03
JZ4ZRZTA,0.17
8NG6UC8R,0.42
K9OYK83E,0.99
RB65FVXC,0.89
D2YB7S8P,0.15
9PFZ8GSE,0.16
KE9JE458,0.0
VO5TK8FH,0.09
RVXXEWTK,0.28
MS2BW42V,0.89
IZ2WTEUM,0.15
HFSBB5OA,0.35
I45PNTSC,0.14
AT8BBNEH,0.06
LGMCRTXE,0.06
FLHARRYM,0.1
D7SKYGEU,0.35
CDVFVZN7,0.01
CEWLRR8Y,0.02
LUCZHK3E,0.21
CXJPU8PX,0.01
EEZE8GXQ,0.08
JTGIKBCV,0.01
CJHYZVAV,0.53
BSZZU2BK,0.21
KSKVJWTS,0.16
N9BANBOO,0.4
X4KLM3YU,0.05
CYFJBWNG,0.04
JOUCPG5U,0.1
GQSWAG6M,0.01
7DQEOUAG,0.82
HA7JKNHG,0.04
FF7MPYXR,0.07
YMS7QOAS,0.91
DJ43FJEN,0.95
9G7CGD3C,0.11
DYBXGBFU,0.86
FJU3EAS5,0.04
2X4WKSFP,0.16
BUHDYYGL,0.12
